The Ring (1927),The Farmers Wife (1928),Champagne (1928),The Manxman (1929),Blackmail (1929),Murder (1930),The Skin Game (1931),Rich and Strange (1931),Number Seventeen (1932)
0.7302925593901152,0.25935314905516127,0.6491119914220902,0.5955885575873852,0.38133771423378343,0.7076152537870593,0.002646901822160088,0.9445587928682528,0.12802613508962402
0.7630564090080894,0.20393537929543232,0.629215723518272,0.5661437868360655,0.3075423800464498,0.8843774399920249,7.72434017656246e-4,0.8681724706621244,0.1313985149989389
0.7302787920181661,0.1706229971015736,0.578256159290091,0.5120034200693604,0.21648674845382615,0.9055922377944882,1.822750997146982e-4,0.7634032135365266,0.12975149220511828
0.6690505720614862,0.1864711643017389,0.5046684854873839,0.4659371088072393,0.1313122494900488,0.7604098543441153,3.4643895806587065e-5,0.6385507272927436,0.1249907007702652
0.6179301643954487,0.24354529873683556,0.4358249889042714,0.45437901443910916,0.06791401788787454,0.554363515864202,5.285267572275822e-6,0.5112263461860405,0.11848905566199146
0.5855713268834516,0.31099855127534665,0.3889047325320852,0.4780198906021084,0.03085995550957969,0.398384872065936,6.451821773560861e-7,0.40313349534230436,0.11121926382341185
0.5512983286094318,0.369799821822506,0.35151859051996637,0.5136693518734162,0.017075330661141076,0.3169358467360759,6.282513546965876e-8,0.33064396816834773,0.1042369532664174
0.49109832918441343,0.4273115651266442,0.30079559054929794,0.5351776765942348,0.02252481318671434,0.2738023276038567,4.851472908512302e-9,0.29676284014243415,0.0986832342254329
0.40254065225274793,0.49549228866114814,0.23363075561143248,0.5322205189232913,0.04530214693772877,0.23613146030798576,2.796789829650169e-10,0.28861448625972375,0.09513369592729157
0.3085404491130021,0.5621239985945272,0.16472694221659054,0.5125409007131028,0.08238102335114923,0.19667828032972573,0,0.2846027819340374,0.09296409942595063
0.23708543576662375,0.5995551491660297,0.10382312571415912,0.49075221044002426,0.12511628983188372,0.16466488721875602,1.1624543436276848e-10,0.26832917513896165,0.09053915508358855
0.19776935399722215,0.6056297669830639,0.05155649710987095,0.47523755534201856,0.1615339677130353,0.15292122993391,2.531695506262685e-9,0.2379125674838274,0.0862957834833786
0.18007438324879746,0.617812408292474,0.012735595294977513,0.46426850247790036,0.18566169184764852,0.16601817449620127,3.8205784509534643e-08,0.2038438042026028,0.0799371499476033
0.17070587694368275,0.6703990333001918,0,0.4546165270391218,0.20465709098602097,0.1939351795808037,4.573368529675196e-7,0.17970329334908663,0.07287292484128914
0.16753834019163863,0.7438915850125821,0.023963096625797414,0.4514379515156426,0.23578780025306864,0.21843220124691384,4.371649885572887e-6,0.17285167525727943,0.06774850580183063
0.17866422595629367,0.7741190820753532,0.08232881857649901,0.4647465339454271,0.29292503261993197,0.22635348603937744,3.339982391599581e-5,0.17891783716548731,0.06750475179130506
0.21176557997701803,0.7136456691774863,0.15492316335732578,0.49709050987385606,0.3687890504618032,0.21536299875272033,2.0414002230902684e-4,0.18328543629290234,0.07430241437481043
0.2632322586354689,0.5725038556295223,0.20999493888969042,0.5428868587942985,0.4284867224959333,0.18919246505600676,9.994667592356141e-4,0.17106637788499393,0.08836207531102183
0.3151159696016333,0.40169309504174544,0.22297283785575017,0.6027693675932648,0.4300980608660083,0.1542799314960184,0.003926686883443053,0.13925333785811647,0.1070582375078476
0.34523069049240995,0.2548935345822866,0.19351171257872343,0.6890050400692806,0.36092445620422836,0.12037276010837517,0.012407059830937251,0.09969027550891137,0.12510068840970856
0.3446725962949064,0.16764537178359817,0.1442099042166181,0.8060988615203497,0.2521844537445862,0.09807592018785882,0.031619284160424095,0.06957215060890344,0.13630720103878943
0.3240978293109424,0.15400696954192258,0.10394786186864327,0.927241973296743,0.15542052242885676,0.09582015653917957,0.0652707288294273,0.05956385553017193,0.13624812962748312
0.29968458645636736,0.2070735426769328,0.09257031214582968,1,0.10724680129826099,0.11548693821429991,0.10996308676754431,0.07063202604601831,0.12427530433199861
0.280270272611321,0.30067199338574246,0.11596912767676343,0.9835902099925089,0.11493702381451784,0.14428691353407622,0.15358339606955282,0.09843639076770624,0.10434365589551907
0.2699849179497889,0.3977091555361089,0.16780725954876916,0.8833969226846285,0.1648428371092055,0.1613802701522028,0.18389484798126818,0.13654998193183313,0.08283016793809475
0.27368588688144996,0.4638856191904266,0.2320477584857522,0.7486066690171554,0.2361992761208706,0.16403354984351312,0.20096481031704885,0.1763327467196031,0.06641306973222362
0.2920146816124651,0.48033458520146444,0.28996541843760076,0.6336071744260834,0.30789839295016275,0.17269270843049436,0.21702104141886383,0.20928747984418192,0.05977541476454772
0.3158086286253055,0.45607570602090763,0.33417085717327366,0.5576892476041647,0.35836499064409816,0.19578651233670416,0.23991148188402808,0.2333848605108396,0.06397857946337952
0.3330195371964162,0.4271706784421937,0.37462978764418386,0.4996182208222521,0.3691928587215289,0.20852608519728047,0.2593270414286389,0.2555437215170171,0.07609423835595015
0.3403628115652634,0.4240176590184997,0.42192125928787855,0.42958973252916766,0.33906301590051563,0.18761480846978335,0.25438701765456134,0.28456153816436497,0.09041379537610728
0.3415433783148545,0.44034018369351263,0.46572467828546926,0.34350377032395796,0.2924760672476836,0.14994727655812964,0.21492435958296516,0.321073824335445,0.10085618392200427
0.33477586860044745,0.4498797804727579,0.48164865510816124,0.2656676676527102,0.2630948603823608,0.13281148978663046,0.15239972102394705,0.35609021286057185,0.10343600398213229
0.3123803846597454,0.44376432079783024,0.46184207763211116,0.22284861042577273,0.2626885472083734,0.1460739423273871,0.09031459258624049,0.37907280158618606,0.09755325541757794
0.27698098130696097,0.43606129757403067,0.4274551914907335,0.21939697426264962,0.26995068854425575,0.16495707612249239,0.047319045924490453,0.38457633550312004,0.08563988767712435
0.24953451345324376,0.44296528511286193,0.40552744388372214,0.23464385719972938,0.25301506879544244,0.1664698416970527,0.02997010846361538,0.3709413714984238,0.07169522369386605
0.252779889984515,0.4725379399546234,0.4055185492498547,0.2399335405078048,0.20210176552404205,0.15403276771574315,0.03687514850534412,0.33782217722654784,0.05967143356433566
0.28840685933278903,0.5323739393522785,0.42584016704923655,0.22033849545803405,0.1388381943409152,0.14222778075183998,0.06424542040532012,0.28887993424716946,0.05245345506954767
0.3365782116029594,0.6282661787203986,0.4682918289055793,0.1866283797511844,0.0961090323773361,0.13532291555840276,0.10636881902469941,0.23413299002649346,0.05174035841926086
0.3770405045377166,0.7379795871872228,0.5316593821468665,0.16803672603332898,0.0923301169138563,0.1298825480933526,0.15392354492450805,0.1855363035498831,0.05865766294461564
0.4028461627388554,0.7967548530360091,0.5995807612239891,0.1886025640125808,0.12157198899742724,0.12419869196016846,0.195565932372961,0.15046708887288568,0.07438041392389902
0.4122087090334339,0.7405969080117956,0.6478903948229738,0.24644979702902597,0.1609098024951214,0.11788405159091656,0.2225242380615278,0.13173494639482275,0.09980096066638432
0.3988006435722763,0.5755304730816361,0.6626737350162881,0.31568938386526874,0.18789619213718806,0.11247500003343802,0.2310747544542689,0.13320213423707508,0.13394372750844427
0.35889520224044974,0.3878246362495072,0.6465791240643431,0.36777715558102564,0.19691970728466324,0.11441587170347059,0.22116527490428084,0.16150705367625037,0.1722117359066358
0.3021281454133136,0.27363707823443556,0.6120405840184366,0.39008760691543154,0.19877311900175798,0.12741845433184773,0.19543560676110502,0.22062169909546217,0.20635534591636653
0.24848464632218778,0.25973292744383003,0.5757308278420971,0.38818408040112223,0.20309228147787547,0.14242355905855666,0.16032281178575725,0.3080500524307718,0.2271851539381096
0.21622847700459552,0.2930846983386924,0.5570505885697006,0.378174674753188,0.20687401067819758,0.1450416552049396,0.12447545472916383,0.41858648529698606,0.22896448002947067
0.21239282045773844,0.304281699164039,0.5680944543383634,0.37821694938540584,0.2032603312701806,0.13173294035116564,0.09339049522700706,0.5474095154623354,0.21281050846312224
0.2304262896222045,0.27795649807515027,0.5979707123773946,0.4002287004481353,0.19349540165393736,0.11217277342452153,0.06716091068423026,0.684288074699535,0.18666139315424762
0.25584278557526896,0.25862401897691467,0.6171268636195285,0.44424237973157293,0.18397218352424952,0.10080386731795284,0.04430063268107085,0.8071269520837214,0.16136730102556276
0.2774978082066652,0.2910359579401606,0.6046291387032037,0.5009837174155607,0.17776148532927186,0.11256326451387004,0.02541948696824846,0.8877572204173279,0.14496902866276748
0.29818265445176145,0.36467159016427975,0.5645547871170936,0.5602028027406242,0.17478768504375458,0.15631036868845835,0.012194617614028302,0.9061425419276696,0.1386185032731873
0.3344192980711944,0.4230176842747148,0.5139545214678015,0.614747248538353,0.17571340495088725,0.21812724742260775,0.0047778769943779865,0.8591160886164317,0.13678652792056611
0.39907874012989086,0.42374081045004974,0.4649430897111407,0.6569240943738873,0.18286865894090557,0.2596188406373908,0.0015164678948473194,0.7602307593752102,0.13165563934609156
0.48146794523756214,0.3785885816716778,0.4218596061606844,0.675537734975691,0.20155349083830912,0.24941864194585983,4.3321286375246586e-4,0.634424308865244,0.11873901532440866
0.5506417546167591,0.33037901500008443,0.3864471790359455,0.6617995710534028,0.23877284379708966,0.19322734531264624,3.4280634040366307e-4,0.5072008674236209,0.10003168177085613
0.5809648888194437,0.3028615761671081,0.35850088752304116,0.619675222800763,0.29586726805921504,0.12571829004694496,0.001116106270028582,0.3932464797899985,0.08298585645742118
0.5705528789517859,0.28623998458945604,0.3346461946849009,0.5684790394478674,0.36274582996366744,0.08048008068950305,0.0037329307519698464,0.29699007589586296,0.07651716631078055
0.5352480374445142,0.26978468926703414,0.31221825483484406,0.5320494190803607,0.42100478390775237,0.07145450027271183,0.010318433175684379,0.22362429704327585,0.08667296304543012
0.49032039409273687,0.2704991965443122,0.2940204303151183,0.5211234421924955,0.45088625214703226,0.09374942792654403,0.02354710211493456,0.18201544082121535,0.11391108185117456
0.43990541121549925,0.3152618366165003,0.2862560334973746,0.5234978616431769,0.438263059649126,0.13295508623370642,0.04510596352376772,0.17386311853449268,0.15255463425921506
0.3815082148431096,0.4030865186836715,0.29336764898453715,0.5138572310096037,0.38258499844580257,0.1717263022928375,0.07446857319980825,0.18687890967891746,0.19230437122491137
0.3179445141665908,0.4989414330292382,0.31865298003388726,0.4785289446123854,0.3005284770279185,0.19575691973081494,0.10916308537460558,0.20372231763036663,0.2215694260039077
0.2611061090460496,0.5618690710541215,0.36840653547836927,0.43265752128565665,0.2179799811496258,0.2044462275148689,0.14461185931424606,0.2147511810979154,0.23185794344278218
0.22112989142478506,0.5736719763484817,0.4493548144896695,0.41204712808937566,0.15565177138625044,0.20963368349142572,0.1720785538782317,0.22030914665453138,0.22143103804471156
0.19623986036520852,0.5472173656066928,0.5569570843603044,0.4483330404850333,0.12141049503975516,0.21571995167789118,0.18021622799810905,0.22554395619735076,0.19602958808381163
0.18006904073251648,0.5133932275494548,0.6651517935748787,0.5488695772516011,0.11145845495278248,0.21350946583414765,0.16483573643581517,0.23705558870969576,0.1658514099929105
0.1763998106008798,0.49631707830200894,0.733440562134752,0.6895506106572091,0.11362324814357032,0.19742074850454852,0.13728364552258904,0.2612400974941926,0.1405061199487003
0.19871479257686775,0.49582020249447556,0.7352777881339537,0.8228655294927267,0.1124032895537314,0.17598313581078517,0.11867504531252356,0.2993736073286206,0.12518326539889188
0.2556946106763352,0.493958359795274,0.6846873210470121,0.8987433714537794,0.0977656327323913,0.16617730805701117,0.12574575931970278,0.3421542017474949,0.12009185857052483
0.34269505932953703,0.4812933446513412,0.626788379457406,0.8918767135615828,0.07127873533201931,0.18046427902588863,0.16485792174988168,0.37311233461465904,0.12240059298031179
0.4456539138330974,0.4756223982979414,0.5924246352540317,0.8136150330299505,0.04265942168446052,0.21502489625544485,0.23573802487270842,0.37974479847919634,0.12829239365908796
0.5479839643509898,0.5091543581393356,0.5663320348743051,0.7001798927293389,0.02072256634634185,0.25364705990959213,0.33395652335648074,0.36346059392771374,0.1338047386041806
0.6344768676589334,0.5954446611222595,0.5090336625874953,0.5895280562055254,0.008069522952888049,0.28368715988195453,0.44468566669702614,0.33983228050627545,0.1352131951003545
0.6943190489779659,0.7116122434333655,0.4047955548278473,0.501519566574945,0.002433484596679508,0.30857933620272465,0.5364302807739646,0.3276721888686113,0.13017861543845816
0.7261415457862472,0.8123526255754937,0.2779513329385983,0.43203901628692637,4.7768635151587495e-4,0.35228439540373757,0.5700319112645329,0.33283455162786585,0.11932769262510351
0.7423289789049755,0.8622320226781733,0.16927548047694693,0.3667218637689632,0,0.447283541436328,0.5234865527030467,0.3398324131112006,0.10656321197452426
0.7636905611645604,0.8594385353834024,0.11016739017819659,0.30314413253331285,2.0100633392153787e-4,0.6036419353402932,0.41079388871522654,0.32242363099361876,0.09721649932895593
0.8025504862948137,0.8291958875684815,0.11365017160690982,0.2583450662576979,0.0014358730071194839,0.7863896323089887,0.27384872085692347,0.266775179391025,0.09492079880163978
0.8511226021642944,0.7968412901407574,0.1697903242412662,0.2536318645685973,0.005228682089434849,0.9335165079760956,0.1546919636221439,0.18490682092771396,0.09993310347215642
0.8905367185242314,0.7718240199755239,0.24458359835675553,0.2928374624207251,0.014025633924607761,1,0.07427861601447354,0.10532310875104209,0.11030069483127858
0.9072665874371928,0.749869946226032,0.2992212849524109,0.3549783439426475,0.029717633380400968,0.974944782011332,0.031821052521275255,0.05307643338849315,0.1237488951802665
0.8959659150907539,0.7205191386013864,0.3219955349732198,0.4071965443264,0.051610976193564695,0.8638835695407147,0.017152050170242777,0.039217764138080195,0.13842431247625994
0.8538667517987648,0.6748054367634336,0.3356346430572291,0.4258371791638791,0.07644947652307904,0.6826878861390732,0.021763353200677675,0.062270668109666485,0.15206162930547798
0.7822493502199744,0.6116484752268619,0.36840529826124485,0.4085543351685072,0.100576225162201,0.4713572264688984,0.04104302882681692,0.11091295616985133,0.16125691030932604
0.6916148145131296,0.5415743279632864,0.42521255100916183,0.37079044916412673,0.12009312152290391,0.2858120495393355,0.06937404753220942,0.16502186416904746,0.162557740830128
0.5988010312891973,0.48543502505620906,0.490643067544552,0.33215902489700255,0.1287038295262736,0.1621926858980177,0.0959903467998096,0.20287223809312963,0.15489209858695624
0.5185132808947598,0.4639717713395574,0.5503690157659991,0.3034372226671418,0.1198647997722402,0.09684125297462005,0.10942864681380375,0.2143342646881001,0.14096134144814407
0.45936453287577256,0.48539587336240597,0.600550428218556,0.2842207986211735,0.09414958825576003,0.06339164565919629,0.10888333914435222,0.20611830170275622,0.1259270011106088
0.42373394233382483,0.5409911376483879,0.6393424414094213,0.27205664776256794,0.06205299874494063,0.04287468175073691,0.11011356734088425,0.1917400701080799,0.1143268475454053
0.40560714032062356,0.6047957498146357,0.6581238024076232,0.2699917502912975,0.03739940535423715,0.033948371367705295,0.13643695552021373,0.17848397743656808,0.10779656071050271
0.3913679315878034,0.6397998959731991,0.6479508096622802,0.28064041416886,0.02913864084528587,0.0395234282701062,0.19989320061345453,0.1654761622392456,0.10523096042169706
0.37030738162047555,0.6193633972059011,0.61345777482034,0.29564236631681184,0.03863291789670559,0.054325385986233675,0.28772780594563285,0.1504919186848666,0.10473994961734613
0.3460435463813518,0.5481960269407432,0.5709872691320563,0.2993428931734724,0.060565996253256045,0.07214616521190026,0.36667580452725856,0.1349333142899151,0.10546392080399526
0.33488954226600914,0.4633432085032068,0.5298601815134462,0.2848946117776182,0.08454264781889252,0.10195568739068353,0.40437622878314544,0.12294778168868215,0.10792015965964796
0.35137406229133855,0.41369356262852847,0.48522780172715296,0.26145451943437237,0.09868801236279126,0.16198370400363518,0.3918584296509456,0.11805434394374777,0.11306684982380864
0.3931850342095178,0.41977589483417976,0.4345606991779062,0.244538416589414,0.09559917094987704,0.24665456685618484,0.34838402363787685,0.12233111095988589,0.12119407005417412
0.4391432659725045,0.44551675138926083,0.3921868124868774,0.24408878817740537,0.07665963499555394,0.3112954899535728,0.3059552926558719,0.1386251551593565,0.13153802922354713
0.4647416235790229,0.43406789345108904,0.37976534483719104,0.2623314640736081,0.05061369806048139,0.30833554578293687,0.2880228712409356,0.16959304944555106,0.14275026917609715
0.46139075265804014,0.3784647197909636,0.40466921908221537,0.2973950967537938,0.027280996800371264,0.2360333776147608,0.2968594053300083,0.21085771455883132,0.15375306998668095
0.4394550104003083,0.32903493443269116,0.45026645558591677,0.3453147690885668,0.011857612344915188,0.13893658098291928,0.31445273468775126,0.2470188144536393,0.16423664908408586
0.41496150256426834,0.3289655336844585,0.4871827101682352,0.3998990554842505,0.004057053997819473,0.0644487210742012,0.316519994273877,0.25890941176506294,0.17415909250276926
0.39886681367142957,0.3739927775521624,0.49708907283212017,0.4524524544462119,0.0010138370015770387,0.03034492384762543,0.2917993063454393,0.23662698634328377,0.18239310098967715
0.39848963717140234,0.439440721018004,0.4880950422326609,0.4929258236320713,1.8368761353905878e-4,0.028359914653434622,0.24941666113246752,0.18596126959925835,0.1858344983324533
0.4206909867524783,0.5164389466169315,0.48403942179839654,0.5147998248710951,4.5649119724127117e-4,0.0406895807072452,0.20716182695579222,0.1236575960140522,0.1804987124657442
0.46776101414356813,0.6047742344611606,0.49738962857659574,0.5217526421854379,0.0022566682867823534,0.04953336330506525,0.17666058975686694,0.06716505092220026,0.16451285837151583
