genre,film,Normalised_time,Simplified
drama,The Mule,52,0.656045529587137
drama,The Mule,53,0.6363568069422911
drama,The Mule,54,0.607733224943029
drama,The Mule,55,0.5704282266503067
drama,The Mule,56,0.5248188666545781
drama,The Mule,57,0.4713993102859977
drama,The Mule,58,0.41077256749168267
drama,The Mule,59,0.3436405991549307
drama,The Mule,60,0.2707929586953959
drama,The Mule,61,0.19309415421784815
drama,The Mule,62,0.11146993592169974
drama,The Mule,63,0.02689272964314915
drama,The Mule,64,-0.05963354997197645
drama,The Mule,65,-0.14708906426616453
drama,The Mule,66,-0.23445374589890522
drama,The Mule,67,-0.32072287615547657
drama,The Mule,68,-0.4049222985151203
drama,The Mule,69,-0.48612302947563846
drama,The Mule,70,-0.5634550381229257
drama,The Mule,71,-0.6361199800252914
drama,The Mule,72,-0.7034026884930762
drama,The Mule,73,-0.7646812467905363
drama,The Mule,74,-0.8194354881868526
drama,The Mule,75,-0.8672537964112891
drama,The Mule,76,-0.907838106721179
drama,The Mule,77,-0.94100703695735
drama,The Mule,78,-0.9666971081829616
drama,The Mule,79,-0.9849620452953987
drama,The Mule,80,-0.9959701788753257
drama,The Mule,81,-1
drama,The Mule,82,-0.9974339493142775
drama,The Mule,83,-0.9887505498521273
drama,The Mule,84,-0.9745150194857897
drama,The Mule,85,-0.9553685230302258
drama,The Mule,86,-0.9320162455645175
drama,The Mule,87,-0.9052144871086096
drama,The Mule,88,-0.8757569941200279
drama,The Mule,89,-0.8444607551096731
drama,The Mule,90,-0.8121514958331262
drama,The Mule,91,-0.779649113867505
drama,The Mule,92,-0.747753292867904
drama,The Mule,93,-0.7172295334077203
drama,The Mule,94,-0.6887958301015136
drama,The Mule,95,-0.6631102138058629
drama,The Mule,96,-0.6407593632706692
drama,The Mule,97,-0.6222484729039303
drama,The Mule,98,-0.6079925426033028
drama,The Mule,99,-0.5983092322314132
drama,The Mule,100,-0.593413397645195
drama,Wonder,1,1
drama,Wonder,2,0.9962742575235943
drama,Wonder,3,0.9888414805631083
drama,Wonder,4,0.9777389128750045
drama,Wonder,5,0.9630219919611411
drama,Wonder,6,0.9447638420957283
drama,Wonder,7,0.9230546095552734
drama,Wonder,8,0.8980006494152304
drama,Wonder,9,0.8697235753334462
drama,Wonder,10,0.8383591856140311
drama,Wonder,11,0.8040562805059743
drama,Wonder,12,0.7669753871123326
drama,Wonder,13,0.7272874094454227
drama,Wonder,14,0.6851722220429499
drama,Wonder,15,0.6408172261456058
drama,Wonder,16,0.594415887719308
drama,Wonder,17,0.5461662765810089
drama,Wonder,18,0.4962696255566854
drama,Wonder,19,0.4449289279697448
drama,Wonder,20,0.39234759083842596
drama,Wonder,21,0.3387281599674137
drama,Wonder,22,0.2842711316718156
drama,Wonder,23,0.22917386419508445
drama,Wonder,24,0.17362960000431382
drama,Wonder,25,0.11782660809791956
drama,Wonder,26,0.061947453276050446
drama,Wonder,27,0.006168397039575613
drama,Wonder,28,-0.049341067562859386
drama,Wonder,29,-0.10441854718932408
drama,Wonder,30,-0.15890894796255095
drama,Wonder,31,-0.21266454842952998
drama,Wonder,32,-0.2655449526226281
drama,Wonder,33,-0.3174169321923459
drama,Wonder,34,-0.3681541684856353
drama,Wonder,35,-0.41763690714891233
drama,Wonder,36,-0.46575153931244895
drama,Wonder,37,-0.5123901246373602
drama,Wonder,38,-0.5574498724566015
drama,Wonder,39,-0.6008325979005019
drama,Wonder,40,-0.6424441702532395
drama,Wonder,41,-0.682193970832192
drama,Wonder,42,-0.7199943774152666
drama,Wonder,43,-0.7557602916651412
drama,Wonder,44,-0.7894087251221165
drama,Wonder,45,-0.8208584581721143
drama,Wonder,46,-0.8500297849612831
drama,Wonder,47,-0.8768443555462269
drama,Wonder,48,-0.9012251246657275
drama,Wonder,49,-0.9230964144265381
drama,Wonder,50,-0.9423840959461026
drama,Wonder,51,-0.9590158926255451
drama,Wonder,52,-0.9729218052756745
drama,Wonder,53,-0.9840346568274312
drama,Wonder,54,-0.9922907518675037
drama,Wonder,55,-0.9976306437912608
drama,Wonder,56,-1
drama,Wonder,57,-0.9993505533278628
drama,Wonder,58,-0.9956411258042509
drama,Wonder,59,-0.9888387089762158
drama,Wonder,60,-0.9789195833655491
drama,Wonder,61,-0.965870458246902
drama,Wonder,62,-0.9496896118321853
drama,Wonder,63,-0.930388011154332
drama,Wonder,64,-0.9079903904769626
drama,Wonder,65,-0.8825362669275096
drama,Wonder,66,-0.8540808722663514
drama,Wonder,67,-0.8226959802647742
drama,Wonder,68,-0.7884706100657628
drama,Wonder,69,-0.751511587134182
drama,Wonder,70,-0.7119439449518548
drama,Wonder,71,-0.66991115245844
drama,Wonder,72,-0.6255751543560797
drama,Wonder,73,-0.5791162137553238
drama,Wonder,74,-0.5307325492086511
drama,Wonder,75,-0.4806397609193236
drama,Wonder,76,-0.42907004378757874
drama,Wonder,77,-0.3762711879214291
drama,Wonder,78,-0.32250537025163317
drama,Wonder,79,-0.26804774390515795
drama,Wonder,80,-0.21318483496327034
drama,Wonder,81,-0.15821275911457977
drama,Wonder,82,-0.10343527346594861
drama,Wonder,83,-0.04916168135301402
drama,Wonder,84,0.004295389642620329
drama,Wonder,85,0.05662231414771912
drama,Wonder,86,0.1075068757705091
drama,Wonder,87,0.15664072852195887
drama,Wonder,88,0.20372188603488617
drama,Wonder,89,0.2484572109085179
drama,Wonder,90,0.2905648760567603
drama,Wonder,91,0.3297767698706964
drama,Wonder,92,0.3658408173235663
drama,Wonder,93,0.3985231898473489
drama,Wonder,94,0.4276103778864695
drama,Wonder,95,0.45291110147267477
drama,Wonder,96,0.47425803594700033
drama,Wonder,97,0.4915093320562214
drama,Wonder,98,0.504549912043532
drama,Wonder,99,0.5132925260035583
drama,Wonder,100,0.5176785556433297
horror,A Quiet Place,1,0.27450736806018017
horror,A Quiet Place,2,0.26735666285711934
horror,A Quiet Place,3,0.25317353464445724
horror,A Quiet Place,4,0.23219257349882305
horror,A Quiet Place,5,0.2047607611211657
horror,A Quiet Place,6,0.17133167683052863
horror,A Quiet Place,7,0.13245792081484953
horror,A Quiet Place,8,0.08878187891280032
horror,A Quiet Place,9,0.04102498046383918
horror,A Quiet Place,10,-0.010024374420487425
horror,A Quiet Place,11,-0.06352401984399536
horror,A Quiet Place,12,-0.1185921442901735
horror,A Quiet Place,13,-0.1743220936294615
horror,A Quiet Place,14,-0.22979761314220615
horror,A Quiet Place,15,-0.28410827718375764
horror,A Quiet Place,16,-0.336364851644431
horror,A Quiet Place,17,-0.3857143350159825
horror,A Quiet Place,18,-0.43135442866168683
horror,A Quiet Place,19,-0.4725471957268568
horror,A Quiet Place,20,-0.5086316808833137
horror,A Quiet Place,21,-0.5390352795747113
horror,A Quiet Place,22,-0.5632836653596586
horror,A Quiet Place,23,-0.5810091070206314
horror,A Quiet Place,24,-0.5919570329523011
horror,A Quiet Place,25,-0.5959907285519151
horror,A Quiet Place,26,-0.5930940824570732
horror,A Quiet Place,27,-0.5833723290318557
horror,A Quiet Place,28,-0.5670507669862574
horror,A Quiet Place,29,-0.5444714669062725
horror,A Quiet Place,30,-0.516088013245362
horror,A Quiet Place,31,-0.48245835845618046
horror,A Quiet Place,32,-0.4442358979074801
horror,A Quiet Place,33,-0.40215890353597705
horror,A Quiet Place,34,-0.3570384813531655
horror,A Quiet Place,35,-0.3097452425224506
horror,A Quiet Place,36,-0.26119489934255813
horror,A Quiet Place,37,-0.21233301576578434
horror,A Quiet Place,38,-0.16411915674344235
horror,A Quiet Place,39,-0.11751069148218307
horror,A Quiet Place,40,-0.07344651243138489
horror,A Quiet Place,41,-0.032830934385216226
horror,A Quiet Place,42,0.003481963578769065
horror,A Quiet Place,43,0.03470329647454573
horror,A Quiet Place,44,0.060123385246198424
horror,A Quiet Place,45,0.0791245892010044
horror,A Quiet Place,46,0.09119274391777754
horror,A Quiet Place,47,0.09592701075909038
horror,A Quiet Place,48,0.0930479685340444
horror,A Quiet Place,49,0.082403805068195
horror,A Quiet Place,50,0.06397449601528771
horror,A Quiet Place,51,0.03787388972978789
horror,A Quiet Place,52,0.004349649916422171
horror,A Quiet Place,53,-0.036218958433434034
horror,A Quiet Place,54,-0.08332542015076716
horror,A Quiet Place,55,-0.13634240439221879
horror,A Quiet Place,56,-0.1945301956151818
horror,A Quiet Place,57,-0.257047002070137
horror,A Quiet Place,58,-0.322960992571913
horror,A Quiet Place,59,-0.391263884258621
horror,A Quiet Place,60,-0.46088587867341235
horror,A Quiet Place,61,-0.5307117212172254
horror,A Quiet Place,62,-0.5995976401798598
horror,A Quiet Place,63,-0.6663889064683275
horror,A Quiet Place,64,-0.7299377440632107
