frame,frame_id,time,L,A,B,C,H,S,r,g,b,M3,cluster
182,image_000182,91,13.54738902,10.89775878,-19.12249006,22.00978637,299.6784772,85.16081268,34.46978563,30.68342821,61.38486394,35.32975691,Cluster  1
183,image_000183,91.5,13.6023175,11.03438191,-19.30272177,22.23404089,299.7543991,85.3028253,34.60678278,30.73591658,61.76607318,35.49598079,Cluster  1
184,image_000184,92,13.53490474,11.03007791,-19.27912759,22.21142279,299.7749656,85.39438751,34.47952985,30.59868389,61.57943209,35.59321096,Cluster  1
185,image_000185,92.5,13.5395379,11.03493144,-19.28627142,22.22003375,299.7766808,85.39543618,34.48939324,30.60607958,61.60011596,35.64159769,Cluster  1
186,image_000186,93,12.69835018,10.2549735,-18.72611292,21.35021591,298.7064146,85.94717246,31.96842378,29.29099872,58.89508108,29.5302198,Cluster  1
187,image_000187,93.5,12.69841685,10.2558095,-18.7278062,21.35210262,298.7061997,85.94903902,31.96791274,29.290847,58.89761534,29.53079108,Cluster  1
188,image_000188,94,12.69837031,10.25556084,-18.72737199,21.35160235,298.7061741,85.94859518,31.96791873,29.29084617,58.89689847,29.53041108,Cluster  1
189,image_000189,94.5,12.69837031,10.25556084,-18.72737199,21.35160235,298.7061741,85.94859518,31.96791873,29.29084617,58.89689847,29.53041108,Cluster  1
190,image_000190,95,12.69837031,10.25556084,-18.72737199,21.35160235,298.7061741,85.94859518,31.96791873,29.29084617,58.89689847,29.53041108,Cluster  1
191,image_000191,95.5,12.69837031,10.25556084,-18.72737199,21.35160235,298.7061741,85.94859518,31.96791873,29.29084617,58.89689847,29.53041108,Cluster  1
192,image_000192,96,13.88215102,16.33487507,-27.36399373,31.86873434,300.8349946,91.67944405,33.68528709,29.03989137,73.97996837,48.73203807,Cluster  1
193,image_000193,96.5,13.88034163,16.3347333,-27.36686604,31.87112801,300.8321291,91.68244771,33.67609771,29.0367537,73.97983806,48.73084471,Cluster  1
194,image_000194,97,13.88058835,16.33463452,-27.36607569,31.87039873,300.8327048,91.6818534,33.67775634,29.03720034,73.97928033,48.73223332,Cluster  1
195,image_000195,97.5,13.67128946,16.41525026,-27.29896539,31.85426006,301.0190819,91.89415998,33.44401867,28.54713829,73.39121116,47.73758986,Cluster  1
196,image_000196,98,13.65851507,16.48764778,-27.42346343,31.99826257,301.0152995,91.97166984,33.35660049,28.49111096,73.54111658,47.92159075,Cluster  1
197,image_000197,98.5,13.65722087,16.4831471,-27.42622364,31.99830954,301.0058462,91.97303373,33.34025466,28.49199001,73.54197379,47.93351306,Cluster  1
198,image_000198,99,13.65776548,16.47758755,-27.42244365,31.99220591,301.0007993,91.96976432,33.33669452,28.49630506,73.53774304,47.94265437,Cluster  1
199,image_000199,99.5,13.65850555,16.47831251,-27.42537683,31.99509352,300.9992067,91.97027569,33.33518438,28.49776639,73.54371132,47.94271512,Cluster  1
200,image_000200,100,13.6637192,16.50695988,-27.49003034,32.0652682,300.9835853,91.99588968,33.30018098,28.49881789,73.64933287,48.03109221,Cluster  1
201,image_000201,100.5,13.66274001,16.50405344,-27.48848628,32.06244829,300.980553,91.9956595,33.29460561,28.49857827,73.6447664,48.03408986,Cluster  1
202,image_000202,101,13.66129858,16.52523634,-27.68449742,32.24150693,300.8335258,92.07553746,33.01586927,28.51174868,73.92353221,48.1507267,Cluster  1
203,image_000203,101.5,13.67004875,16.5114254,-27.65673238,32.21058754,300.8377449,92.05308953,33.05463562,28.53458694,73.90401631,48.15198291,Cluster  1
204,image_000204,102,13.67022635,16.5095931,-27.65400769,32.20730881,300.8374309,92.05147669,33.05585961,28.53577305,73.90048977,48.14362817,Cluster  1
205,image_000205,102.5,13.58989249,16.3665218,-27.66344564,32.14232721,300.6098279,92.10575484,32.56301226,28.47193115,73.72281622,45.87309414,Cluster  1
206,image_000206,103,56.88007263,23.36387838,13.88939355,27.18060841,30.73072846,43.11597601,182.6137482,120.5903622,113.4566467,50.48218794,Cluster  5
207,image_000207,103.5,56.92142208,23.14599449,13.78359369,26.93926375,30.77410817,42.77813234,182.364224,120.8647273,113.7319417,49.91323074,Cluster  5
208,image_000208,104,56.92095587,23.14587986,13.78285782,26.93878876,30.77288819,42.77780236,182.3624156,120.8636652,113.7320363,49.91401923,Cluster  5
209,image_000209,104.5,56.91850078,23.15281311,13.7846454,26.94566049,30.76861123,42.78822461,182.3664571,120.852125,113.7231417,49.92488647,Cluster  5
210,image_000210,105,50.60413285,28.93670943,17.85677328,34.00289273,31.67865912,55.77261762,174.2859159,100.0826712,91.56423963,65.11072562,Cluster  5
211,image_000211,105.5,53.67193775,38.08227402,22.71771431,44.34357766,30.81791556,63.6931705,197.1043196,99.5072062,91.2320887,72.55878783,Cluster  5
212,image_000212,106,53.63054,38.33707363,22.70372282,44.5554595,30.63460073,63.90269412,197.3167125,99.15885626,91.17158335,72.77168763,Cluster  5
213,image_000213,106.5,54.95076021,37.07296799,22.61189631,43.42466582,31.38026865,62.00178992,199.5048995,103.7552884,94.44669972,72.16934907,Cluster  5
214,image_000214,107,57.61939311,34.39139888,22.89265712,41.31393226,33.6497709,58.27055841,203.8311461,113.0410844,100.3164533,72.75185849,Cluster  5
215,image_000215,107.5,59.70179965,32.70244011,22.15793564,39.50218611,34.12010539,55.18051127,207.3746426,119.9337044,106.6346354,72.92367448,Cluster  5
216,image_000216,108,60.11775555,32.43789986,21.92964581,39.15514947,34.06068886,54.5758341,208.1475567,121.2511307,108.0508563,72.62778068,Cluster  5
217,image_000217,108.5,50.91637858,23.22627614,11.7363995,26.02311277,26.80781443,45.50997514,164.805598,105.7189175,102.342224,42.50624145,Cluster  5
218,image_000218,109,50.91341585,23.22378868,11.73684766,26.02109481,26.81116534,45.50927663,164.794041,105.7133199,102.3340928,42.51138262,Cluster  5
219,image_000219,109.5,50.88645777,23.22297101,11.72667581,26.01577847,26.79198389,45.52101542,164.7138006,105.6469847,102.2850225,42.39403766,Cluster  5
220,image_000220,110,50.92613799,23.23964561,11.72184676,26.02848901,26.76594998,45.5105134,164.8453697,105.7343164,102.39121,42.42687558,Cluster  5
221,image_000221,110.5,50.92494076,23.24099574,11.72266077,26.03006107,26.7662114,45.51354112,164.8443319,105.730253,102.3869658,42.42798065,Cluster  5
222,image_000222,111,63.26676616,20.67504959,17.4024259,27.02409358,40.087736,39.28109069,198.2944255,138.8508275,123.304896,57.24307477,Cluster  5
223,image_000223,111.5,63.26410673,20.63889565,17.4129245,27.00321251,40.15417791,39.25681342,198.2367959,138.8692053,123.2778844,57.21404604,Cluster  5
224,image_000224,112,63.30829921,20.46061778,17.22200775,26.74385852,40.0878535,38.91410459,198.0058837,139.1237884,123.7185272,56.71253769,Cluster  5
225,image_000225,112.5,63.30322695,20.4762242,17.22206234,26.75583536,40.06642171,38.93153767,198.0151325,139.0993646,123.7062821,56.73185919,Cluster  5
226,image_000226,113,63.30220534,20.47551638,17.22919438,26.75988504,40.07908368,38.93707006,198.0143881,139.0967772,123.6910679,56.76004899,Cluster  5
227,image_000227,113.5,63.30161385,20.47526118,17.22893966,26.75952577,40.07901817,38.93693521,198.0121983,139.0954305,123.6900017,56.75858383,Cluster  5
228,image_000228,114,13.15764723,-2.357636099,-5.39513663,5.887779035,246.3949993,40.84506176,25.61969917,35.1684415,41.20734437,23.59115924,Cluster  4
229,image_000229,114.5,13.16205641,-2.351357927,-5.403453731,5.892893264,246.4833147,40.86320914,25.63165429,35.17551877,41.22823758,23.56985162,Cluster  4
230,image_000230,115,13.16432722,-2.347951017,-5.406109649,5.893970665,246.5239848,40.86355981,25.63981025,35.17898948,41.23676248,23.56697034,Cluster  4
231,image_000231,115.5,13.20729977,-2.337767028,-5.410992241,5.894402968,246.6336897,40.75520623,25.7411541,35.26388119,41.33459116,23.5288241,Cluster  4
232,image_000232,116,13.20035758,-2.332732685,-5.410864816,5.892291105,246.6781367,40.76089651,25.73637735,35.2474877,41.31982759,23.54833614,Cluster  4
233,image_000233,116.5,13.20213676,-2.329491899,-5.412499938,5.892510731,246.7133682,40.75758266,25.74427731,35.24994602,41.32590681,23.5350929,Cluster  4
234,image_000234,117,13.15374106,-2.185877733,-5.506579453,5.9245652,248.3490114,41.06748617,25.81214068,35.09747187,41.35581851,23.57569425,Cluster  4
235,image_000235,117.5,13.15633915,-2.190039838,-5.507710708,5.927153264,248.3156509,41.07565471,25.80865207,35.10460581,41.36279041,23.57639972,Cluster  4
236,image_000236,118,21.74879035,-6.716078324,-2.031473044,7.0165953,196.82945,30.70367146,38.73550444,55.13464614,54.90394273,41.59511587,Cluster  6
237,image_000237,118.5,21.74854246,-6.716221233,-2.031490806,7.016737232,196.8292509,30.70455096,38.73467118,55.13415576,54.90341818,41.59555223,Cluster  6
238,image_000238,119,21.76748485,-6.723570532,-2.02982326,7.023289972,196.7988715,30.70629866,38.76261894,55.17899216,54.94262253,41.60779561,Cluster  6
239,image_000239,119.5,21.99933198,-6.796448001,-2.021435453,7.090692909,196.563792,30.67729002,39.12653075,55.72201975,55.44088477,41.68732372,Cluster  6
240,image_000240,120,22.16353208,-6.82832837,-1.969178927,7.106599307,196.086685,30.53317808,39.47023854,56.0964694,55.72654152,41.76764113,Cluster  6
241,image_000241,120.5,22.01076458,-6.836145321,-1.992650775,7.120643184,196.2507261,30.7801236,39.10166256,55.76178286,55.42294575,41.4093077,Cluster  6
242,image_000242,121,21.95015101,-6.823562019,-1.986621293,7.106875695,196.2324474,30.80304234,39.00198688,55.62186153,55.28039329,41.32723453,Cluster  6
243,image_000243,121.5,21.94310325,-6.855732542,-2.02377172,7.148198361,196.4462725,30.97400884,38.8855984,55.62134554,55.31862693,41.36025484,Cluster  6
244,image_000244,122,22.0204894,-6.827044529,-2.008461359,7.116352532,196.3934406,30.75103139,39.12469697,55.78059523,55.4678919,41.59000501,Cluster  6
245,image_000245,122.5,21.99383487,-6.837586401,-2.006562963,7.12593166,196.3548748,30.82227316,39.04828166,55.725593,55.40592098,41.59094029,Cluster  6
246,image_000246,123,21.97549559,-6.880537372,-1.975139992,7.158421053,196.0167384,30.97272013,38.95539401,55.70043662,55.31821604,41.45692399,Cluster  6
247,image_000247,123.5,15.36928556,-2.755328673,2.518351686,3.732821561,137.572913,23.60140798,35.90140941,39.49709054,34.84385123,25.23233682,Cluster  4
248,image_000248,124,15.49411883,-2.720497391,2.458430023,3.666743706,137.8968593,23.02929527,36.17537623,39.74773644,35.18641263,25.10964595,Cluster  4
249,image_000249,124.5,16.29702198,-2.718359208,2.324195695,3.576504946,139.4695867,21.43563867,37.76296873,41.44635179,37.03943086,25.83679751,Cluster  4
250,image_000250,125,16.12862232,-2.497841645,2.194537771,3.324940954,138.6983275,20.19058621,37.66801877,41.0038595,36.87802393,25.52112432,Cluster  4
251,image_000251,125.5,15.71228584,-2.419224321,2.333345603,3.361126505,136.035236,20.91844234,37.01077792,40.08619479,35.8212317,24.9677537,Cluster  4
252,image_000252,126,15.95293298,-2.606765602,2.348513943,3.508670569,137.9833681,21.48048543,37.23358549,40.67144632,36.29347021,25.26850993,Cluster  4
253,image_000253,126.5,17.94205773,-3.276153763,2.218563439,3.9566698,145.8947213,21.535063,40.26781498,45.18942109,40.61964563,28.97158678,Cluster  6
254,image_000254,127,18.9416859,-3.525743734,2.321969974,4.221663739,146.6320648,21.75393097,42.05386464,47.44033869,42.57970732,30.29263683,Cluster  6
255,image_000255,127.5,19.35568161,-3.629572391,2.097507984,4.192059933,149.9766421,21.16727408,42.61000763,48.39112839,43.78127621,30.89869687,Cluster  6
256,image_000256,128,19.50736729,-3.64519581,2.279452546,4.29923116,147.980999,21.52251538,43.03452738,48.71726154,43.84155906,31.26434069,Cluster  6
257,image_000257,128.5,19.50098967,-3.668474991,2.298896079,4.329279883,147.9261685,21.67265821,42.99669988,48.71232893,43.79922664,31.29013331,Cluster  6
258,image_000258,129,53.92751878,-15.9908602,-4.38657225,16.58160662,195.3398769,29.39000206,90.66480016,137.1191313,135.9118324,77.87654296,Cluster  7
259,image_000259,129.5,53.91889201,-15.99052302,-4.376253095,16.57855451,195.3057925,29.38935494,90.65757309,137.0959133,135.8719228,77.89282052,Cluster  7
260,image_000260,130,48.79362109,-11.97251702,-3.151062086,12.38024293,194.745336,24.59338559,89.01154495,122.0330347,120.8209432,74.15817587,Cluster  7
261,image_000261,130.5,59.4544426,-17.84520287,-3.00776931,18.09690641,189.5671461,29.11921818,101.9029749,152.3526562,147.8406549,72.89203889,Cluster  7
262,image_000262,131,59.2050006,-17.44432295,-2.853671913,17.67619668,189.2905667,28.60810239,102.4764994,151.4988553,146.9299721,72.77221847,Cluster  7
263,image_000263,131.5,59.18918869,-17.42253395,-2.860159495,17.65574366,189.3227591,28.58471557,102.4822961,151.447482,146.9005318,72.80052504,Cluster  7
264,image_000264,132,59.54450829,-17.99255246,-3.061575651,18.2511717,189.6568295,29.3055742,101.6883907,152.6620789,148.1664496,73.05002799,Cluster  7
265,image_000265,132.5,43.54291936,-13.7828702,8.080374516,15.9768622,149.6185179,34.44660649,83.54925019,108.9992037,89.13272924,36.96073074,Cluster  7
266,image_000266,133,43.77654912,-13.87977492,8.114475133,16.07771819,149.6883382,34.47520221,83.94337752,109.6215022,89.6335817,37.31667322,Cluster  7
267,image_000267,133.5,43.85958982,-13.91919763,8.118687192,16.11388559,149.7461554,34.48589284,84.0667302,109.8454193,89.82467692,37.2685768,Cluster  7
268,image_000268,134,43.83668973,-13.88300207,8.092907403,16.06963162,149.7605319,34.41824928,84.06318219,109.7738386,89.81361123,37.26295711,Cluster  7
269,image_000269,134.5,43.78568789,-13.852752,8.086488208,16.04026786,149.725924,34.39808211,83.9963929,109.6338716,89.70278714,37.27828165,Cluster  7
270,image_000270,135,43.85624196,-13.88087642,8.088833517,16.06574373,149.769266,34.39738251,84.11105702,109.8218337,89.86738186,37.23103032,Cluster  7
271,image_000271,135.5,20.36779837,-7.552834091,-1.22964598,7.652277656,189.2469484,35.17017137,34.92274607,52.37417562,50.68387243,50.61685466,Cluster  6
272,image_000272,136,20.36968682,-7.587639114,-1.200870673,7.682081693,188.9934064,35.28725712,34.88615189,52.39035509,50.64533961,50.67952631,Cluster  6
273,image_000273,136.5,20.30269419,-7.589220679,-1.249073037,7.69132466,189.3462314,35.42637132,34.69115349,52.24632456,50.56937762,50.6359888,Cluster  6
274,image_000274,137,20.30399185,-7.599173208,-1.240895795,7.699823174,189.2741637,35.45861441,34.68224049,52.25261391,50.56008957,50.65354988,Cluster  6
275,image_000275,137.5,35.81775698,-11.69553659,-3.966381334,12.34980891,198.7336533,32.59637406,57.41710569,89.87010255,90.20139965,60.73096341,Cluster  7
276,image_000276,138,35.89964653,-11.73214597,-3.958718244,12.38203224,198.6456649,32.60576012,57.53289692,90.0821324,90.38475037,60.79759718,Cluster  7
277,image_000277,138.5,36.0334735,-11.76941179,-4.009431454,12.43360839,198.8121896,32.61846311,57.69530514,90.42329628,90.78565386,61.00471522,Cluster  7
278,image_000278,139,36.02718887,-11.79860159,-3.989860771,12.45495931,198.6836682,32.67359254,57.63589844,90.41921006,90.73873554,61.06870313,Cluster  7
279,image_000279,139.5,35.96264484,-11.7728492,-3.994122378,12.43193528,198.7402943,32.67192459,57.53951709,90.2531736,90.5912148,61.04398174,Cluster  7
280,image_000280,140,28.11817064,-5.279970086,2.922232436,6.034698049,151.0373898,20.98407745,59.59851832,68.61096845,61.72651062,55.47040685,Cluster  6
281,image_000281,140.5,28.75263976,-1.409820281,4.124754192,4.359039574,108.8702239,14.98920649,68.29716612,68.22052522,61.43174563,55.81851604,Cluster  6
282,image_000282,141,27.84242349,-2.161220012,-0.038243038,2.161562452,181.0136888,7.740265449,62.08743074,66.72979476,65.69734299,51.15362088,Cluster  6
283,image_000283,141.5,28.59115105,-2.544848671,0.335833876,2.566916831,172.4822981,8.942044917,63.4124424,68.5972793,66.82150958,51.40371481,Cluster  6
284,image_000284,142,28.61766999,-2.671690386,0.536569075,2.725043258,168.6440407,9.479360587,63.40943238,68.70535325,66.57206744,51.75134692,Cluster  6
285,image_000285,142.5,21.04096825,-4.908300141,0.900962354,4.990308063,169.5986226,23.07694082,43.1686586,52.6682623,49.10908526,32.78477655,Cluster  6
286,image_000286,143,21.40683565,-5.505030629,0.889648108,5.576456679,170.8199902,25.20860125,42.89852797,53.72231346,49.90492816,32.18600291,Cluster  6
287,image_000287,143.5,21.40754028,-5.509409505,0.888808105,5.580645667,170.8356763,25.22555562,42.89161504,53.72572553,49.9075772,32.20527075,Cluster  6
288,image_000288,144,21.93623199,-5.748866162,-5.732839679,8.118799968,224.9200111,34.70988987,37.07684567,55.3804821,60.77601056,52.16068229,Cluster  6
289,image_000289,144.5,21.93405322,-5.747806795,-5.726382986,8.113491545,224.8930075,34.69295802,37.08195277,55.37480665,60.76165116,52.18392977,Cluster  6
290,image_000290,145,21.93393643,-5.740361101,-5.735935139,8.114967495,224.9778893,34.69867185,37.08612339,55.37209936,60.77558505,52.18420674,Cluster  6
291,image_000291,145.5,21.93372106,-5.737506711,-5.735728893,8.112802792,224.9911078,34.69082949,37.09191773,55.37043538,60.77485893,52.1835577,Cluster  6
292,image_000292,146,21.9332099,-5.738019087,-5.737287226,8.114266923,224.9963319,34.69704784,37.08788138,55.36961392,60.77599019,52.18707079,Cluster  6
293,image_000293,146.5,21.93350981,-5.740681749,-5.737002062,8.115948469,224.9816173,34.70295498,37.08325594,55.37135475,60.77618806,52.18959718,Cluster  6
294,image_000294,147,25.24893081,-6.684232317,0.191099958,6.686966243,178.3623634,25.60151172,48.49045152,62.83151691,59.38436782,36.86510053,Cluster  6
295,image_000295,147.5,25.40501235,-6.730802926,-0.128670047,6.732035279,181.0951505,25.61478125,48.4598666,63.22194659,60.21230336,37.03205704,Cluster  6
296,image_000296,148,25.59337933,-6.685389611,-0.143115303,6.686923907,181.2263368,25.27896282,48.94638662,63.63030758,60.65747528,37.69259132,Cluster  6
297,image_000297,148.5,25.59330168,-6.683651021,-0.142696463,6.685176761,181.2230668,25.27285167,48.94986985,63.62937722,60.65671603,37.69558905,Cluster  6
298,image_000298,149,48.08036178,-20.79037503,-6.061753037,21.65605043,196.2548495,41.06782769,59.20762659,124.2403454,123.6804629,66.328723,Cluster  7
299,image_000299,149.5,48.08127337,-20.79170014,-6.063439548,21.65779467,196.2581515,41.06993016,59.20242265,124.2433317,123.6855732,66.33566227,Cluster  7
300,image_000300,150,48.07042095,-20.77802868,-6.068223462,21.64601091,196.2804392,41.05905658,59.20970442,124.2102757,123.6664148,66.29983103,Cluster  7
301,image_000301,150.5,48.06929262,-20.77951894,-6.068527112,21.64752654,196.2801049,41.0622481,59.20110454,124.2080217,123.6640288,66.31542086,Cluster  7
302,image_000302,151,48.06821692,-20.77937719,-6.066743231,21.64689045,196.2756777,41.06200893,59.20209785,124.2050953,123.6583112,66.32021177,Cluster  7
303,image_000303,151.5,48.0671025,-20.77792899,-6.067738055,21.64577914,196.2792798,41.06104775,59.20202866,124.2017158,123.6571901,66.317009,Cluster  7
304,image_000304,152,25.35968819,-6.708752346,0.056640899,6.708994132,179.5162567,25.57548754,48.56800757,63.09979969,59.83323155,37.65684529,Cluster  6
305,image_000305,152.5,25.35149049,-6.710161717,0.025490366,6.710212803,179.7823315,25.58755936,48.51955115,63.08357029,59.86159196,37.61132682,Cluster  6
306,image_000306,153,25.3559119,-6.709005832,0.026319846,6.70906013,179.7752102,25.57928249,48.53217032,63.0930446,59.87027447,37.6038354,Cluster  6
307,image_000307,153.5,25.10154281,-6.684002746,0.055482445,6.68423568,179.5243953,25.73208607,48.04721035,62.50576869,59.25822037,36.71738565,Cluster  6
308,image_000308,154,25.03693165,-6.734292272,0.386950585,6.745402941,176.7114016,26.01421297,48.10497131,62.36256518,58.61604634,36.67576595,Cluster  6
309,image_000309,154.5,25.03404618,-6.732605564,0.385331652,6.743626311,176.7243117,26.01061967,48.10037584,62.35543144,58.61207747,36.67644005,Cluster  6
310,image_000310,155,22.20891523,0.399760568,1.640414937,1.688423262,76.30443533,7.580581439,54.81114683,52.82531249,50.71177678,32.41067639,Cluster  6
311,image_000311,155.5,22.24694002,0.331871062,1.66678516,1.69950444,78.73935477,7.617078691,54.80845726,52.93950369,50.75407324,32.41545586,Cluster  6
312,image_000312,156,22.28715752,0.349058366,1.68785194,1.723568979,78.31575294,7.710439821,54.93688149,53.01848713,50.81136182,32.45802126,Cluster  6
313,image_000313,156.5,22.2272378,0.398276243,1.634914095,1.682727396,76.30919294,7.548962264,54.84586678,52.86652831,50.75976031,32.28516341,Cluster  6
314,image_000314,157,22.27992826,0.340964972,1.6970449,1.73096006,78.63972414,7.745803655,54.91441038,53.00594635,50.78187012,32.3126265,Cluster  6
315,image_000315,157.5,41.90895365,-13.94504423,8.059496686,16.10651736,149.9743612,35.87401905,79.29307704,105.017415,85.25869862,34.6571359,Cluster  7
316,image_000316,158,41.85961828,-13.91575702,8.036154334,16.06948118,149.9941672,35.83889169,79.21502663,104.8839812,85.18064289,34.55840216,Cluster  7
317,image_000317,158.5,42.0101088,-13.97246938,8.063042736,16.13204002,150.0121973,35.84816285,79.48174561,105.2792511,85.49277395,34.69250245,Cluster  7
318,image_000318,159,41.94495187,-13.93293913,8.046745203,16.08965684,149.9921059,35.81447904,79.39265308,105.1018586,85.36574927,34.58430557,Cluster  7
319,image_000319,159.5,41.8621287,-13.90587467,8.021688974,16.05369116,150.0212367,35.80632138,79.22878471,104.8866539,85.2107311,34.50162015,Cluster  7
320,image_000320,160,41.8348038,-13.87414042,8.000740265,16.01573514,150.0294257,35.75284081,79.21017622,104.8064764,85.18118756,34.40876818,Cluster  7
321,image_000321,160.5,26.04846092,-4.443427965,0.118254669,4.445004685,178.4755001,16.82121202,54.26003155,63.68098045,61.34443486,56.40251366,Cluster  6
322,image_000322,161,25.27717495,-4.137127367,0.194883554,4.141718388,177.3029927,16.16959104,53.15525687,61.80011087,59.50817535,54.20967539,Cluster  6
323,image_000323,161.5,25.25371958,-4.145299951,0.147521333,4.147927523,177.9618141,16.20784195,53.05124219,61.7535593,59.52645006,54.17855164,Cluster  6
324,image_000324,162,26.72702239,4.185777834,2.198011393,4.727784944,27.70466454,17.41873364,71.03033913,60.93322852,59.98216981,36.87804826,Cluster  6
325,image_000325,162.5,27.48432397,3.274897485,2.378416523,4.047442645,35.98936275,14.56923592,71.5357715,63.10489046,61.38113135,36.63417685,Cluster  6
326,image_000326,163,28.16380955,2.317856185,2.531711541,3.432492805,47.52508415,12.09808085,71.75426631,65.12708253,62.64942846,36.3831878,Cluster  6
327,image_000327,163.5,20.87047341,-5.014489545,1.008710754,5.114942287,168.6262051,23.80358126,42.70488752,52.33256146,48.57955696,33.51217554,Cluster  6
328,image_000328,164,20.95137016,-5.034928427,1.114264587,5.156755025,167.5211634,23.89969552,42.92556481,52.51308379,48.60028093,33.67265606,Cluster  6
329,image_000329,164.5,20.9336482,-5.020735427,1.109935418,5.141962012,167.5340901,23.854066,42.90884678,52.46848667,48.5685821,33.56119272,Cluster  6
330,image_000330,165,21.13986714,-5.214270856,1.051257663,5.319191308,168.6012939,24.4012998,42.96724447,53.00528418,49.09622284,33.80204721,Cluster  6
331,image_000331,165.5,21.62920575,-5.005393406,0.729010485,5.058206262,171.7134061,22.77159373,44.1242936,54.01280163,50.63726905,34.54957609,Cluster  6
332,image_000332,166,21.34710558,-4.951414976,0.804236093,5.016307111,170.774257,22.87566644,43.67297288,53.36460653,49.9142962,34.06467718,Cluster  6
333,image_000333,166.5,21.49011744,-4.901402677,0.811098601,4.968064037,170.6036639,22.52385413,44.07236888,53.65817269,50.21674353,34.24838705,Cluster  6
334,image_000334,167,43.79382489,-9.360243342,-4.286579431,10.29509376,204.6056752,22.8842693,81.33701836,108.3587445,110.2543603,53.75737634,Cluster  7
335,image_000335,167.5,45.22997893,-8.92453072,-4.04681599,9.799184076,204.3918273,21.17400347,86.02580043,111.7139215,113.4470059,52.5535418,Cluster  7
336,image_000336,168,45.94487418,-9.192389577,-3.979697849,10.01688892,203.4094047,21.30158917,87.26025174,113.6207339,115.1160257,52.22817839,Cluster  7
337,image_000337,168.5,45.15004047,-9.11241489,-3.943093915,9.928954439,203.3989186,21.47781202,85.54059006,111.5953608,113.0709643,52.40698478,Cluster  7
338,image_000338,169,43.85088797,-9.281151095,-4.291595298,10.22534072,204.8157556,22.70920052,81.64178744,108.4642431,110.4064335,51.90899122,Cluster  7
339,image_000339,169.5,43.49810197,-9.256673375,-4.286056597,10.20079994,204.8452218,22.83171784,80.84948303,107.5776284,109.5219734,52.79865222,Cluster  7
340,image_000340,170,43.47678075,-9.263653007,-4.295474221,10.21109211,204.8767192,22.86417321,80.77226969,107.5286226,109.4843614,52.78909314,Cluster  7
341,image_000341,170.5,43.47250894,-9.262759286,-4.298646908,10.21161648,204.8949784,22.86741533,80.76035103,107.5178345,109.4789972,52.77438641,Cluster  7
342,image_000342,171,43.86092951,-9.25211602,-4.316362564,10.2094404,205.010305,22.67078045,81.70155791,108.47741,110.4728868,52.19182612,Cluster  7
343,image_000343,171.5,43.94498439,-8.909605895,-4.126904031,9.818984254,204.8534162,21.80610919,82.85720879,108.5150521,110.3789054,52.45896983,Cluster  7
344,image_000344,172,44.40154788,-9.015310833,-4.07892388,9.895124478,204.3440703,21.75193406,83.78632117,109.6951302,111.4324914,52.68542044,Cluster  7
345,image_000345,172.5,44.42012374,-8.999305899,-4.043284244,9.865885334,204.1938118,21.68204327,83.9050343,109.7315315,111.4203783,52.64629729,Cluster  7
346,image_000346,173,44.4494185,-9.012304921,-4.039872518,9.876347976,204.1448523,21.69032321,83.95167837,109.8101984,111.4873256,52.57962284,Cluster  7
347,image_000347,173.5,44.45157526,-9.000106817,-4.028215679,9.860450484,204.1120368,21.65604664,83.99601311,109.8091239,111.4737898,52.38376054,Cluster  7
348,image_000348,174,44.46525239,-8.995097429,-4.013599924,9.849913791,204.0463405,21.6276459,84.05597864,109.8398464,111.4838604,52.24215582,Cluster  7
349,image_000349,174.5,44.45398611,-9.004037781,-4.02655188,9.86335926,204.0938866,21.66101564,83.99520576,109.8168367,111.4769438,52.23828318,Cluster  7
350,image_000350,175,44.45435608,-8.986800099,-4.023780312,9.846492954,204.1201118,21.62553751,84.03629336,109.809562,111.4737454,52.24642775,Cluster  7
351,image_000351,175.5,44.48661262,-9.001779841,-3.989775527,9.846338858,203.9038929,21.61026732,84.11945636,109.8945078,111.49756,52.11675032,Cluster  7
352,image_000352,176,44.4584577,-8.936782836,-4.096757803,9.831050338,204.6274232,21.5913047,84.0737862,109.801329,111.6056146,52.29162739,Cluster  7
353,image_000353,176.5,44.45345174,-8.95669199,-4.05462106,9.831699879,204.3558515,21.59498293,84.06508603,109.7953527,111.5231429,52.2890921,Cluster  7
354,image_000354,177,22.64144327,-5.960989023,-5.798836929,8.316243144,224.210005,34.4780128,38.0917816,57.03778393,62.45601205,52.68886469,Cluster  6
355,image_000355,177.5,22.63762733,-5.964820915,-5.79175689,8.314056568,224.1566182,34.47514474,38.08369665,57.0304153,62.43686939,52.69011373,Cluster  6
356,image_000356,178,22.63702761,-5.962333168,-5.794789605,8.314385338,224.1835544,34.4771508,38.08406093,57.0282504,62.44004722,52.68689132,Cluster  6
357,image_000357,178.5,22.63450736,-5.96253367,-5.794339377,8.314215342,224.1803664,34.4799121,38.07864466,57.02269533,62.43369339,52.68384376,Cluster  6
358,image_000358,179,22.63955609,-5.964411762,-5.795238155,8.316188618,224.1757895,34.48034593,38.0846499,57.03476309,62.44636862,52.68489806,Cluster  6
359,image_000359,179.5,22.63419562,-5.964390542,-5.796088321,8.31676587,224.180092,34.48964991,38.07192838,57.02287927,62.43553266,52.6793663,Cluster  6
