frame,frame_id,time,L,A,B,C,H,S,r,g,b,M3,cluster
360,image_000360,180,22.63406021,-5.92101013,-5.822088924,8.303919584,224.5173509,34.44288209,38.13289849,57.00636637,62.47453968,52.73742188,Cluster  6
361,image_000361,180.5,22.63025123,-5.928565943,-5.812687333,8.302724148,224.4345321,34.44362065,38.11968085,57.00040124,62.45190589,52.74522978,Cluster  6
362,image_000362,181,22.63135513,-5.927442087,-5.813734804,8.302655126,224.4451233,34.44188752,38.1232427,57.00246169,62.45596647,52.74805224,Cluster  6
363,image_000363,181.5,33.76010151,-7.891515455,-3.915080295,8.809307194,206.3865701,25.2484258,61.18225486,83.31764909,85.30147531,46.1945344,Cluster  6
364,image_000364,182,33.70006955,-7.699542027,-3.83606635,8.602230877,206.4833872,24.73281138,61.53252121,83.08596186,85.03950245,45.23625702,Cluster  6
365,image_000365,182.5,33.81611723,-7.960781188,-4.009581163,8.913517884,206.7328594,25.4882105,61.06178601,83.4868755,85.58137882,46.98079962,Cluster  6
366,image_000366,183,33.93785405,-8.066209698,-4.073351608,9.036368456,206.7932801,25.72977441,61.04936511,83.82598158,85.96851375,47.57349306,Cluster  6
367,image_000367,183.5,33.96749803,-8.065534248,-4.081505135,9.039444093,206.841342,25.71697604,61.11032554,83.89656473,86.05187155,47.55883146,Cluster  6
368,image_000368,184,22.09486775,-1.792105205,1.320679401,2.226174821,143.6119186,10.02477318,50.93206386,53.60705971,50.8708222,40.64136156,Cluster  6
369,image_000369,184.5,22.09031539,-1.812085117,1.345273163,2.256863263,143.4102083,10.16362258,50.90719041,53.60473087,50.82425094,40.64122503,Cluster  6
370,image_000370,185,22.07580113,-1.785888447,1.366833149,2.24892191,142.571313,10.13481744,50.93223542,53.55979998,50.76167703,40.52399461,Cluster  6
371,image_000371,185.5,22.03963836,-1.694697238,1.368234183,2.178091422,141.083934,9.834700062,50.99969192,53.43896574,50.68327542,40.48371894,Cluster  6
372,image_000372,186,22.03328525,-1.724795803,1.366361235,2.200427802,141.6142054,9.937401019,50.93657497,53.43871499,50.67134246,40.50620099,Cluster  6
373,image_000373,186.5,22.03188222,-1.731873914,1.371760478,2.209328644,141.6184324,9.977828011,50.92594313,53.43853721,50.66016855,40.50078725,Cluster  6
374,image_000374,187,22.03180304,-1.731267676,1.370920641,2.208331985,141.6257472,9.97340714,50.92615913,53.43813466,50.66124457,40.49750934,Cluster  6
375,image_000375,187.5,33.97415429,-8.214160831,-3.964238403,9.120726278,205.7624159,25.92799574,60.93972843,83.96999497,85.87961563,44.58259521,Cluster  6
376,image_000376,188,28.95626895,-8.017343127,-0.402706526,8.02745313,182.8755022,26.71508811,53.59903623,71.90729142,68.63965078,37.41262865,Cluster  6
377,image_000377,188.5,24.49322903,-7.485827852,2.574010901,7.916009287,161.0243999,30.75293963,47.38116088,61.33154545,54.11678979,34.51943174,Cluster  6
378,image_000378,189,32.99945244,-7.197755288,-3.259279349,7.901304251,204.3618926,23.28556078,61.56723607,81.17177444,82.48869874,43.38008798,Cluster  6
379,image_000379,189.5,35.86867114,-4.400257294,-3.005556219,5.328757093,214.3346342,14.6950171,73.9589298,86.68261557,88.98159725,53.11508176,Cluster  6
380,image_000380,190,35.57268874,-4.172723708,-2.401339123,4.814361289,209.9197247,13.4115992,74.25296843,85.83187311,87.32343621,51.01820327,Cluster  6
381,image_000381,190.5,36.73290551,-10.46004392,-2.886097459,10.85090381,195.4250389,28.32981058,63.69909965,91.48068107,90.70748774,50.45062357,Cluster  7
382,image_000382,191,33.63669736,-9.135773804,-2.11678587,9.377802629,193.0453845,26.85549837,60.21623249,83.4544062,82.15341645,42.97932463,Cluster  6
383,image_000383,191.5,32.68268939,-11.78679142,-6.694640355,13.55531837,209.5956224,38.31104972,45.9640461,82.59031182,87.00668556,56.91845382,Cluster  6
384,image_000384,192,31.51950632,-11.32659486,-6.717111432,13.16857363,210.6695825,38.54993525,44.37092923,79.65286584,84.28613091,55.61648217,Cluster  6
385,image_000385,192.5,26.23967177,-4.373689526,0.986450755,4.483556675,167.290045,16.8428325,55.49960254,64.03449273,60.46781056,40.19665358,Cluster  6
386,image_000386,193,23.79832608,-4.119080471,1.726302692,4.466204284,157.2614822,18.44488333,51.12008493,58.39241965,53.9417234,35.30163397,Cluster  6
387,image_000387,193.5,26.41948328,-7.001425775,0.169528013,7.003480667,178.6129326,25.62374587,50.45082397,65.62266427,62.03501203,42.05426189,Cluster  6
388,image_000388,194,25.80970079,-6.134075262,0.578809676,6.161326048,174.6095308,23.21967855,51.07765854,63.84710098,60.07112238,40.02003621,Cluster  6
389,image_000389,194.5,18.05129853,-5.779685354,-0.484072881,5.799923391,184.7875715,30.59001885,34.13736255,46.5892488,44.64956225,31.87405584,Cluster  6
390,image_000390,195,37.90857734,-14.2148114,-5.239118522,15.14956211,200.2322428,37.10977824,54.30961144,96.06391235,97.22206083,26.95412663,Cluster  7
391,image_000391,195.5,27.99462332,-8.398217561,-4.697757043,9.622836895,209.2215663,32.5070246,46.03066526,70.10355903,72.98186027,44.2413596,Cluster  6
392,image_000392,196,29.04142199,-8.018121453,-3.443729715,8.726371876,203.2431843,28.77697511,50.66247348,72.2848625,73.49649981,43.40932292,Cluster  6
393,image_000393,196.5,54.9784063,40.05334581,23.02024014,46.19740883,29.88770498,64.33189901,203.7064441,100.9697417,93.99343702,65.60006592,Cluster  5
394,image_000394,197,54.62401436,40.67010248,21.42488584,45.96826661,27.78014497,64.38824186,202.983116,99.54469384,95.89816769,62.26547528,Cluster  5
395,image_000395,197.5,54.62584903,40.6530271,21.44102854,45.96068847,27.80787071,64.3807611,202.9708295,99.56527924,95.87407698,62.27692689,Cluster  5
396,image_000396,198,54.72628165,40.65053697,21.45930622,45.96701584,27.82947,64.31669511,203.2724074,99.82750251,96.08672248,62.19332045,Cluster  5
397,image_000397,198.5,54.66039088,40.7612454,21.31841642,45.99948439,27.6099022,64.38873804,203.1799181,99.55601843,96.17352151,61.7012876,Cluster  5
398,image_000398,199,55.02708478,40.39938122,21.25603552,45.65005616,27.75101225,63.84836746,203.7695045,100.8689416,97.15041218,62.1012243,Cluster  5
399,image_000399,199.5,54.99998026,40.4004615,21.21542605,45.63211774,27.70525615,63.85213639,203.6774726,100.8000633,97.15384673,62.07056273,Cluster  5
400,image_000400,200,59.65523123,29.87449825,19.42666055,35.63537453,33.03499694,51.28253685,202.238614,122.3249279,111.1263333,63.11914425,Cluster  5
401,image_000401,200.5,59.66638837,29.8839952,19.42092174,35.64020905,33.01893952,51.28059596,202.2824535,122.3464451,111.1646516,63.10934049,Cluster  5
402,image_000402,201,59.66681069,29.89638584,19.41287147,35.64621432,32.99723725,51.28669642,202.2982708,122.3379494,111.1803725,63.11264726,Cluster  5
403,image_000403,201.5,59.66509852,29.89266795,19.41136849,35.64227762,32.99846575,51.28360664,202.287411,122.3366309,111.1785229,63.10684877,Cluster  5
404,image_000404,202,59.65325522,29.89764007,19.4083163,35.64478578,32.98999834,51.29376965,202.2588395,122.3021024,111.1545589,63.08603017,Cluster  5
405,image_000405,202.5,59.64409629,29.90431424,19.40734455,35.64985502,32.98284783,51.30494892,202.2413059,122.2730146,111.1337587,63.06914321,Cluster  5
406,image_000406,203,51.53962504,44.31488155,19.70697399,48.49919477,23.97489091,68.52995742,198.0623348,87.85209313,91.56571325,62.39268654,Cluster  5
407,image_000407,203.5,51.62888947,44.36961436,19.67222254,48.53511468,23.91115192,68.49396395,198.389655,88.02881454,91.84195847,62.40787217,Cluster  5
408,image_000408,204,51.481573,44.54114202,19.58278745,48.65590636,23.73300537,68.68802958,198.1462005,87.46232448,91.64774718,62.31342424,Cluster  5
409,image_000409,204.5,51.56450407,44.62212256,19.49243699,48.69381113,23.59733436,68.65788026,198.4721694,87.59758108,92.00348688,62.51814468,Cluster  5
410,image_000410,205,51.5685854,44.56166357,19.49111886,48.63788543,23.6244217,68.6132891,198.405342,87.67437444,92.01194534,62.52393237,Cluster  5
411,image_000411,205.5,51.59202291,44.57665647,19.43251363,48.62817302,23.55407837,68.58953457,198.4772976,87.72354861,92.16748848,62.57973314,Cluster  5
412,image_000412,206,29.10900102,-3.002628616,1.23408599,3.246348458,157.6572365,11.08367258,64.48568836,69.94609672,66.61577569,44.02459103,Cluster  6
413,image_000413,206.5,29.20879419,-3.789997023,1.107278262,3.948440001,163.7138348,13.39613937,63.26233181,70.54529821,67.01545598,42.91154298,Cluster  6
414,image_000414,207,29.29088602,-9.375556103,-3.355859097,9.958055162,199.6941585,32.1878209,48.39342319,73.42447698,73.90758811,44.43671692,Cluster  6
415,image_000415,207.5,28.56308992,-10.13025052,-3.618436247,10.75709403,199.6562692,35.24425456,44.71981308,72.05982984,72.60808886,53.0028872,Cluster  6
416,image_000416,208,27.7479963,-11.02671214,-2.622511913,11.33428285,193.378248,37.81420631,42.02318965,70.47237356,69.1905656,50.06527812,Cluster  6
417,image_000417,208.5,27.62293556,-9.731396705,-3.535404111,10.35370365,199.966008,35.09778855,43.60635222,69.72065335,70.32356145,52.31661762,Cluster  6
418,image_000418,209,32.68091745,-7.981209249,-3.773439562,8.8282824,205.3043192,26.07879418,58.6626827,80.7959859,82.52110304,43.98490496,Cluster  6
419,image_000419,209.5,32.65466377,-7.94076098,-3.783002267,8.795840716,205.4732513,26.00892748,58.6771584,80.71708218,82.47502416,43.95362604,Cluster  6
420,image_000420,210,32.84954674,-8.092216991,-3.905852131,8.985526086,205.765087,26.38431828,58.66962075,81.25051626,83.12396064,44.11860613,Cluster  6
421,image_000421,210.5,24.00396699,-7.884967357,-2.930376156,8.411886289,200.3871098,33.07180759,40.30249631,60.69500844,61.22864667,40.10588687,Cluster  6
422,image_000422,211,26.17074704,-9.486427457,-3.042373573,9.962347087,197.7814523,35.5762625,41.49206984,66.25967742,66.26013245,47.9764072,Cluster  6
423,image_000423,211.5,25.70399838,-3.751320494,-0.983619237,3.878135277,194.6925101,14.91882363,53.81151935,62.65935675,62.24373079,25.63935308,Cluster  6
424,image_000424,212,26.16566821,-3.93125625,-0.968774028,4.048866637,193.843455,15.29197026,54.52757234,63.78212535,63.25825742,25.23471716,Cluster  6
425,image_000425,212.5,26.32358016,-4.108457009,-0.845437407,4.194544936,191.6279603,15.7360283,54.66617561,64.21137117,63.424677,25.99531885,Cluster  6
426,image_000426,213,27.15091368,-4.279664693,-0.647102792,4.32831356,188.5981911,15.74289806,56.36705619,66.15567226,64.99397961,27.88341738,Cluster  6
427,image_000427,213.5,27.74427413,-4.411869546,-0.554917946,4.446634101,187.1688936,15.82524897,57.53255718,67.56309434,66.1989833,28.58985985,Cluster  6
428,image_000428,214,28.12076967,-4.631101501,-0.387848065,4.647317242,184.787238,16.30511862,58.12185876,68.51277121,66.796477,28.67904536,Cluster  6
429,image_000429,214.5,28.54273313,-4.436529813,-0.49225514,4.46375863,186.3313237,15.45105637,59.33083371,69.39950412,67.92388677,28.10815367,Cluster  6
430,image_000430,215,27.38014292,-6.096256778,-1.347728711,6.24345643,192.4661206,22.23218239,52.91264172,67.51621242,66.53067618,22.58604505,Cluster  6
431,image_000431,215.5,26.50099787,-5.816178386,-0.795993265,5.870397488,187.7929758,21.62734259,51.99162726,65.3581299,63.70734831,18.9069296,Cluster  6
432,image_000432,216,25.72400958,-5.634668221,-0.914918745,5.708466569,189.222781,21.66418429,50.50686434,63.52365457,62.13758207,18.31830975,Cluster  6
433,image_000433,216.5,13.3991475,-2.994771629,-1.893802805,3.543325172,212.3079847,25.56560069,28.25152788,35.71671262,36.88390966,30.26606951,Cluster  4
434,image_000434,217,13.44332804,-3.015873142,-1.859718409,3.543169579,211.6597521,25.4860009,28.33393154,35.81479921,36.92835205,30.17932236,Cluster  4
435,image_000435,217.5,30.51255023,-6.666459316,-1.511571799,6.835683004,192.7753703,21.86098372,58.69297863,75.00238376,73.96555291,44.12655163,Cluster  6
436,image_000436,218,30.0496485,-6.426313503,-2.051513038,6.745831261,197.7049508,21.90380812,57.59622842,73.8535345,73.73159713,44.82761814,Cluster  6
437,image_000437,218.5,30.06414878,-6.191036118,-2.049883916,6.52157804,198.3199479,21.199176,58.08769573,73.78385947,73.76861967,44.67497858,Cluster  6
438,image_000438,219,30.08712066,-6.167031401,-2.06798237,6.504525739,198.5377533,21.13080297,58.16878043,73.82771717,73.8503404,44.697982,Cluster  6
439,image_000439,219.5,30.10178921,-6.11082168,-2.118020951,6.467471036,199.1163758,21.00596811,58.26287008,73.84005611,73.9628458,44.55763194,Cluster  6
440,image_000440,220,24.57680835,-6.07334131,-5.896587285,8.464940484,224.1539883,32.56529808,42.00291362,61.4239254,66.98990967,56.91411724,Cluster  6
441,image_000441,220.5,24.61381697,-5.991855706,-5.931691489,8.431328464,224.7108827,32.40596694,42.21637559,61.47539518,67.12860866,56.91673131,Cluster  6
442,image_000442,221,24.64309773,-5.9552615,-5.977301008,8.437610301,225.1058106,32.3930882,42.30506088,61.52895206,67.26443071,56.8563913,Cluster  6
443,image_000443,221.5,24.66064082,-5.946216534,-6.018016464,8.460142657,225.3438253,32.44981747,42.31510642,61.56732347,67.36556145,56.82227422,Cluster  6
444,image_000444,222,24.59442186,-5.946849972,-5.999854905,8.447679211,225.2541924,32.48509365,42.188435,61.41725803,67.18718731,56.84419597,Cluster  6
445,image_000445,222.5,24.56722214,-5.9486539,-6.008257887,8.454918485,225.2855965,32.54217459,42.11442989,61.35731615,67.13761162,56.83740471,Cluster  6
446,image_000446,223,24.53374985,-6.159324253,-5.787627805,8.451858524,223.21796,32.57132201,41.8534538,61.35587744,66.72702048,57.28835483,Cluster  6
447,image_000447,223.5,24.53117119,-6.163090248,-5.780751481,8.449897678,223.1664948,32.5676269,41.84785053,61.35120026,66.710786,57.28280891,Cluster  6
448,image_000448,224,24.52267883,-6.176212182,-5.781521731,8.459999535,223.1095025,32.61251507,41.80024197,61.3376106,66.69228702,57.26672345,Cluster  6
449,image_000449,224.5,24.38297493,-6.164979171,-5.765067831,8.440555487,223.0800721,32.71207606,41.53428931,61.01740438,66.34956336,57.19747755,Cluster  6
450,image_000450,225,28.14533872,-6.661904362,-5.836470087,8.856938371,221.2214672,30.01738936,48.79969361,69.79257118,75.10754251,43.6729066,Cluster  6
451,image_000451,225.5,31.41781912,-5.897027533,-6.454313239,8.742602347,227.5833828,26.80830904,57.14993573,77.08861047,83.75849207,45.78979978,Cluster  6
452,image_000452,226,34.15927552,-5.511932104,-7.091876993,8.981988345,232.144997,25.43001335,63.5609953,83.40913149,91.30890206,48.25378776,Cluster  6
453,image_000453,226.5,24.51549914,6.320103045,10.6867932,12.41576504,59.4002316,45.18077858,72.90485785,54.41637562,42.46656229,45.48416792,Cluster  8
454,image_000454,227,24.52203804,6.3324418,10.67008574,12.40767984,59.31191567,45.14777116,72.93016775,54.42477394,42.50618781,45.42213685,Cluster  8
455,image_000455,227.5,24.51399146,6.354299523,10.63731621,12.39070572,59.14766245,45.11036769,72.92716469,54.39641781,42.53926726,45.36512563,Cluster  8
456,image_000456,228,24.52206032,6.366394795,10.6302547,12.39085416,59.08290268,45.09897411,72.95952932,54.40788992,42.56762037,45.32528767,Cluster  8
457,image_000457,228.5,24.51734633,6.373396037,10.62250706,12.38780862,59.0367103,45.09704968,72.9545611,54.39395985,42.56951463,45.31143496,Cluster  8
458,image_000458,229,24.51875655,6.391624437,10.59653626,12.37495099,58.90247552,45.05768443,72.97184913,54.38818768,42.61237867,45.29247054,Cluster  8
459,image_000459,229.5,24.4992749,6.294098248,10.75063483,12.45759982,59.6526459,45.32565234,72.85681038,54.39198284,42.33471598,45.48619884,Cluster  8
460,image_000460,230,24.50706256,6.308672231,10.74322867,12.45858252,59.57759678,45.31704752,72.89164897,54.40148793,42.36308804,45.40167449,Cluster  8
461,image_000461,230.5,51.36518546,35.89886119,26.12754962,44.4001802,36.04752449,65.39516488,188.3875969,95.45359982,79.74583429,64.51042015,Cluster  5
462,image_000462,231,51.21245459,35.81920015,26.04556755,44.28753336,36.02241603,65.41154106,187.8101289,95.14305301,79.51925809,64.68134372,Cluster  5
463,image_000463,231.5,51.30615581,35.8915897,26.01009789,44.32527858,35.9303041,65.37500739,188.1716179,95.31636902,79.80682344,64.23050251,Cluster  5
464,image_000464,232,51.21371112,35.82856693,26.04995818,44.29769127,36.01988411,65.41920532,187.8273386,95.13731735,79.51532957,64.69425952,Cluster  5
465,image_000465,232.5,51.23850695,35.90801689,26.07079232,44.37421331,35.98131497,65.46567189,188.0104657,95.12550745,79.54361422,64.30339773,Cluster  5
466,image_000466,233,51.28196795,35.86434226,26.06506092,44.33550909,36.00848202,65.40129618,188.0796758,95.27708758,79.65350265,64.53287172,Cluster  5
467,image_000467,233.5,51.29107284,35.84596675,26.0725482,44.32504961,36.03027538,65.38582017,188.084448,95.31693206,79.66102369,64.64023934,Cluster  5
468,image_000468,234,54.61364797,42.10356963,32.79700453,53.36996051,37.91719306,69.8916389,207.9345196,97.42084246,76.29689433,60.21387957,Cluster  5
469,image_000469,234.5,55.11495293,41.7468381,32.14612594,52.68937765,37.59720699,69.10221085,208.8375865,99.12353873,78.60759623,56.93685673,Cluster  5
470,image_000470,235,55.0456245,41.28161718,31.80109144,52.11026744,37.6087042,68.74788518,207.9337842,99.42936214,79.01458214,56.83459835,Cluster  5
471,image_000471,235.5,54.22342606,40.42972626,31.86713914,51.47888909,38.24557585,68.85148372,204.3448182,98.14074948,76.87958191,57.17971282,Cluster  5
472,image_000472,236,54.00395336,40.22351502,31.60592837,51.15529864,38.15877952,68.76996936,203.3484304,97.7902277,76.80243898,56.91982768,Cluster  5
473,image_000473,236.5,54.08290786,40.13650337,31.60959443,51.0891777,38.22230289,68.67007688,203.4741568,98.08056483,76.97662538,56.92031281,Cluster  5
474,image_000474,237,54.08133184,40.15481863,31.62486337,51.11301357,38.22304678,68.68805895,203.4970637,98.05758789,76.94745358,56.93472733,Cluster  5
475,image_000475,237.5,54.07585163,40.14135292,31.63226145,51.10701413,38.23890303,68.68747683,203.4647224,98.05633359,76.92043321,56.95370034,Cluster  5
476,image_000476,238,54.06980148,40.13322861,31.6350385,51.10235235,38.24698649,68.68822671,203.4365099,98.04855967,76.90058638,56.958342,Cluster  5
477,image_000477,238.5,54.06773134,40.1285253,31.63990764,51.10167331,38.25453849,68.68913369,203.4253012,98.04759923,76.88676357,56.96016045,Cluster  5
478,image_000478,239,54.06486841,40.12006332,31.64405417,51.09759644,38.26406441,68.68816027,203.4066099,98.04833884,76.87204411,56.95965591,Cluster  5
479,image_000479,239.5,26.74726963,-5.954005953,-6.25030809,8.632296271,226.3907651,30.71363386,46.67665638,66.31519295,72.51034367,40.3426566,Cluster  6
480,image_000480,240,26.74442968,-5.976058834,-6.23451327,8.636112308,226.2125512,30.72888439,46.64210259,66.31710851,72.47938065,40.35995848,Cluster  6
481,image_000481,240.5,26.7501523,-6.034551315,-6.325449615,8.742260743,226.3482181,31.06431361,46.42365197,66.36116392,72.62897679,40.27270509,Cluster  6
482,image_000482,241,26.74594957,-6.14279605,-6.382291702,8.858193436,226.0954199,31.44024564,46.1156971,66.40152819,72.70292083,40.69763556,Cluster  6
483,image_000483,241.5,26.93242478,-6.309763423,-6.47089199,9.038006285,225.7222879,31.81447854,46.06949123,66.90409276,73.26510755,41.23679795,Cluster  6
484,image_000484,242,26.93029355,-6.319640263,-6.467529515,9.042499162,225.6626069,31.83095566,46.04743085,66.90320599,73.25485762,41.23903458,Cluster  6
485,image_000485,242.5,26.92616483,-6.338850844,-6.492455168,9.07375358,225.685844,31.93417328,45.96654873,66.90360055,73.28265115,41.12411798,Cluster  6
486,image_000486,243,26.93135434,-6.327767115,-6.4602203,9.042957649,225.5934125,31.83127927,46.04108185,66.90860249,73.24605767,41.22821492,Cluster  6
487,image_000487,243.5,26.92192058,-6.349328281,-6.530362327,9.108216151,225.8052694,32.04756156,45.88845726,66.9008758,73.33004369,40.9955544,Cluster  6
488,image_000488,244,0,0,0,0,0,0,0,0,0,0,Cluster  4
489,image_000489,244.5,1.618315292,-0.417822578,-0.209357977,0.467340016,206.6139879,27.74446791,4.573190566,6.248275512,6.393647456,7.04290732,Cluster  4
490,image_000490,245,29.51219922,-10.6824878,-3.902329008,11.37293853,200.0673152,35.95874997,45.23640014,74.50674975,75.23103569,54.64023493,Cluster  6
491,image_000491,245.5,31.99055664,-12.00786898,-3.516101422,12.51207033,196.3208888,36.42485248,48.28207271,80.83950601,80.39646664,54.32586965,Cluster  6
492,image_000492,246,31.936007,-11.97810992,-3.510067091,12.481815,196.3326934,36.40228839,48.23549055,80.69809185,80.25952786,54.27823646,Cluster  6
493,image_000493,246.5,31.87188178,-11.9624417,-3.507348187,12.4660146,196.3409525,36.42576506,48.12793676,80.53999055,80.10496779,54.29129052,Cluster  6
494,image_000494,247,29.37356775,-10.63913941,-3.904274348,11.33290162,200.1517511,35.99576825,45.01865492,74.1662699,74.91283231,54.0477379,Cluster  6
495,image_000495,247.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
496,image_000496,248,0,0,0,0,0,0,0,0,0,0,Cluster  4
497,image_000497,248.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
498,image_000498,249,7.289829296,12.40572483,7.199459441,14.34343364,30.1280565,89.14715161,39.85311878,14.8554507,9.650527499,76.89276132,Cluster  8
499,image_000499,249.5,19.47259061,33.9077804,19.31206052,39.02169161,29.6635457,89.4777773,93.90505258,17.92664479,20.94128955,101.9047239,Cluster  3
500,image_000500,250,19.46487158,33.89787227,19.32048305,39.01725225,29.68149385,89.48281969,93.87488,17.92144298,20.91294268,101.9110838,Cluster  3
501,image_000501,250.5,19.43538039,33.87696598,19.31345202,38.99560766,29.68772926,89.49995126,93.7715907,17.87521327,20.8639374,102.0357258,Cluster  3
502,image_000502,251,19.48428261,33.97562983,19.40248515,39.12542667,29.72943713,89.51437767,94.02041242,17.83725142,20.83659426,102.165047,Cluster  3
503,image_000503,251.5,19.45354161,33.96995647,19.37759176,39.10815983,29.70188904,89.53459656,93.92693255,17.76246707,20.81283781,102.0151077,Cluster  3
504,image_000504,252,17.34175578,29.69786357,17.09428402,34.26626609,29.92502934,89.22437162,83.47826003,18.94536895,19.65523957,103.0420207,Cluster  3
505,image_000505,252.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
506,image_000506,253,0,0,0,0,0,0,0,0,0,0,Cluster  4
507,image_000507,253.5,0,0,0,0,0,0,0,0,0,0,Cluster  4
508,image_000508,254,0.274173523,-1.18E-07,4.73E-08,2.26E-07,156.2779401,8.25E-05,0.999999905,1.000000152,0.999999977,0,Cluster  4
509,image_000509,254.5,32.47939521,-12.64999729,-3.310963074,13.07612043,194.6673495,37.34668681,48.11587804,82.24441293,81.21131141,56.14848539,Cluster  6
510,image_000510,255,32.61240617,-12.77799423,-3.278738012,13.19193985,194.3911852,37.49895349,48.15228657,82.60974739,81.47121619,55.99735379,Cluster  6
511,image_000511,255.5,32.61014947,-12.79480119,-3.264237426,13.20462801,194.3121152,37.53217382,48.12458853,82.61027142,81.44281508,56.00402853,Cluster  6
512,image_000512,256,32.60423666,-12.79105959,-3.264732504,13.201125,194.3182117,37.52946571,48.11938935,82.5947536,81.42974695,56.00313825,Cluster  6
513,image_000513,256.5,32.60601404,-12.80560945,-3.252617091,13.21223557,194.2517002,37.55483982,48.10356467,82.6040938,81.4146359,56.01588138,Cluster  6
514,image_000514,257,32.60425323,-12.80737656,-3.250005582,13.21330572,194.2388383,37.55919477,48.09854091,82.60046458,81.40635996,56.01242306,Cluster  6
515,image_000515,257.5,35.96848212,-10.96042861,-9.341804743,14.40139907,220.4416489,37.17022867,51.97500599,90.27947379,99.13187161,31.27198115,Cluster  7
516,image_000516,258,35.97039239,-10.98066186,-9.319395759,14.40229344,220.3215875,37.17051675,51.96104709,90.29107417,99.10040835,31.29073479,Cluster  7
517,image_000517,258.5,35.97173623,-10.98649937,-9.314086997,14.40331104,220.2904605,37.17158334,51.95710597,90.29640986,99.09510653,31.29508659,Cluster  7
518,image_000518,259,35.97051717,-10.98997769,-9.311393866,14.40422332,220.2733423,37.17469811,51.94907413,90.29476048,99.08776793,31.29936257,Cluster  7
519,image_000519,259.5,36.85600966,-9.773597919,-5.708889881,11.31877445,210.2897609,29.35755229,62.1644129,91.66034598,95.52509875,43.81156914,Cluster  7
520,image_000520,260,36.34088319,-9.611472025,-5.710178634,11.17973832,210.7145467,29.40360604,61.3199708,90.34908337,94.28438959,44.09677946,Cluster  7
521,image_000521,260.5,44.28903876,-9.519563006,-5.710037848,11.10074945,210.9562145,24.31228375,80.54014147,109.7577373,113.8281579,37.54307896,Cluster  7
522,image_000522,261,54.19545602,-13.22568906,-4.501703628,13.97083549,198.7973131,24.96252393,97.95477601,136.5491112,136.8737881,56.08561312,Cluster  7
523,image_000523,261.5,54.23755607,-13.21796098,-4.497617882,13.96220315,198.7916596,24.92989918,98.08410778,136.6542216,136.9757176,56.10520648,Cluster  7
524,image_000524,262,54.29688657,-13.26962647,-4.490141654,14.00872644,198.6946421,24.98216107,98.1204638,136.8315203,137.1147676,56.04336649,Cluster  7
525,image_000525,262.5,51.62359198,-12.32794053,-4.480787132,13.11699749,199.9744686,24.62639617,93.64075733,129.5027594,130.2501993,54.6979369,Cluster  7
526,image_000526,263,19.36488746,-6.198304535,-0.689289374,6.236515201,186.3455525,30.65476096,35.93796279,49.61443012,47.75692233,34.94544096,Cluster  6
527,image_000527,263.5,40.32923221,-5.207017033,-1.968650307,5.566744565,200.7103817,13.67360233,83.90151398,97.74390388,98.06301217,27.0056318,Cluster  7
528,image_000528,264,40.99180843,-5.542683693,-2.229511566,5.974286546,201.9121254,14.42197716,84.58990326,99.53635239,100.0918425,25.34976571,Cluster  7
529,image_000529,264.5,41.75410973,-5.690946692,-2.209138573,6.104687102,201.2154137,14.46676149,86.14389516,101.4705053,101.9192198,27.00362318,Cluster  7
530,image_000530,265,28.7481832,-10.99476918,-5.442480001,12.26806984,206.3356919,39.24976336,40.60118237,72.94930718,75.81165689,18.73099489,Cluster  6
531,image_000531,265.5,28.87142016,-10.94317735,-5.418525099,12.21120572,206.3423499,38.95418721,41.05426745,73.21369896,76.06308262,19.56437507,Cluster  6
532,image_000532,266,28.9304544,-10.77160749,-5.608020638,12.14402829,207.5028237,38.70492524,41.3541799,73.29433811,76.49515669,20.09274238,Cluster  6
533,image_000533,266.5,30.46440585,-9.567781218,-4.486501252,10.56745687,205.1226963,32.77221256,49.27571741,76.30956182,78.37929339,34.06178504,Cluster  6
534,image_000534,267,56.77143287,-3.319594348,15.85791268,16.20164537,101.8232357,27.44272629,141.3179,137.0394863,108.6102396,87.75068468,Cluster  7
535,image_000535,267.5,17.51522435,-2.15710703,-6.962294678,7.288802878,252.785591,38.42017988,33.39274463,44.34052978,52.80681783,36.97659787,Cluster  4
536,image_000536,268,17.51524891,-2.15860743,-6.961300804,7.288297771,252.7720119,38.41786445,33.39101654,44.34115451,52.80542484,36.97429577,Cluster  4
537,image_000537,268.5,34.29642103,13.0238375,14.11515576,19.20567103,47.30278034,48.8597057,107.2699072,72.45432262,58.88669753,56.79012467,Cluster  3
538,image_000538,269,38.12333286,17.72011452,21.07025921,27.53103747,49.93615036,58.54558595,125.8113075,77.97025116,56.50001265,70.74702153,Cluster  3
539,image_000539,269.5,32.17726574,22.93175251,23.1758154,32.60342447,45.30330717,71.17430442,116.8556938,60.04017764,40.27493965,77.9621832,Cluster  3
540,image_000540,270,28.52549092,21.51379545,22.41783676,31.07092616,46.17891118,73.66365444,105.1683898,52.79743776,33.59839643,69.9303325,Cluster  3
541,image_000541,270.5,26.44725229,20.4160606,23.49827268,31.12850877,49.01485427,76.20840048,98.5703883,48.91547309,27.39172099,69.0031164,Cluster  3
